comment   like                     nick     postTime reply  unlike                                user_url
如果演员说出的是普通话，我觉得一点都不重庆。让重庆人感到是重庆最基本的就是方言。你看《山城棒...   16.0                    长肥了的猪  2017年11月10日   (5)    45.0  http://i.youku.com/i/UMTc4MjcxMzM5Ng==
阿!无巧不成书，所有的剧本都一样。如此套路的邂逅。不过话说，这画面感倒是挺真实的，大重庆，这...   50.0                    晚晴天的秋  2017年11月15日   (2)     8.0  http://i.youku.com/i/UNDU5MjkxNjMwMA==
          所有的故事都该久别重逢。总有些事谁都预料不到。良心之作。一集太短了，看不饱❤️  112.0                  嗯嗯15718  2017年11月10日   (1)    11.0  http://i.youku.com/i/UNDk3NjY3MDkyNA==
                          看到这个标题我第一时间就想到了重庆的江小白酒。  357.0                    黑岩萌少女  2017年11月10日   (8)    19.0  http://i.youku.com/i/UMzM2MTYyMTY5Mg==
                  看到名字，江小白，突然感觉很熟悉，又不知道是哪里熟，就点开看了   14.0           那时的我们411686137  2017年11月10日   (6)     1.0  http://i.youku.com/i/UMzgxODE5NzU2MA==
      原本剧情很好的一个片，可是不知道为什么偏偏要做成3D兼二次元的了，看着实在是很不顺眼啊   18.0                      白菜萌  2017年11月10日   (1)     1.0  http://i.youku.com/i/UMzE0NjkyMzgwNA==
夕雨小时候送了一幅画给江小白，江小白写了个名字，然后不小心给风吹走了，夕雨追画，不小心害死了...    5.0                     广l豆豆  2018年01月14日   NaN     1.0  http://i.youku.com/i/UNTI4MTQ4MTU2MA==
喜欢这种类型的，就是我们平淡生活的写照，比如开头和邻居们的寒暄，比如江小白被炒的时候，镜头从...    7.0                  Dsnow丁丁  2017年11月12日   NaN     3.0  http://i.youku.com/i/UMTY2OTg5NDQwNA==
看到的几个很喜欢的小细节 1.出门上班时挂绳上的衣服 2.独自换水整理打扫办公室并去拿样刊与...    7.0               红烧-快带排骨去清蒸  2017年11月10日   NaN     NaN  http://i.youku.com/i/UMTg2NTcwODcwMA==
          每次我喝江小白都是先拧开瓶盖，把酒倒出来，然后把我家的茅台给倒进江小白瓶子里。    3.0                     池0公子  2018年01月12日   NaN     4.0  http://i.youku.com/i/UNTAxNTI3NjcyMA==
这部剧让我感受很大，让我想起我的初恋。本来追到11集看到那样子的剧情，不敢想象这12集，今天...    NaN                  黎柒很cook  2018年02月18日   NaN     NaN  http://i.youku.com/i/UNTUwMTU4OTE2NA==
我不明白这个酒自己酒厂都没，基本酒精兑水的玩意，跟老村长差不多，价格坑爹，还有那么多傻子喝，...    3.0          优酷手机用户_kj47G5TV  2017年11月14日   NaN     6.0  http://i.youku.com/i/UMzQyMTc5MzA3Ng==
《玻璃小屋2》：第一章十年后的重逢。“十年前的那场车货夕雨死了，江小白失忆了……”第二章寻找...    NaN              聪8655879258  2018年01月31日   NaN     NaN  http://i.youku.com/i/UNTM0NzU1NzcyMA==
看到这个标题我第一时间就想到了重庆的江小白酒。这个动漫，真的给刀光剑影下的我们一个，焕然一新...    2.0                     __瓷兮  2017年12月06日   (1)     1.0  http://i.youku.com/i/UMzQzODM1MTI0OA==
重庆 美好的回忆 美好 的我们，不知道的情况下你要结婚了，你的婚纱照很帅 ，从此以后我要收拾...    1.0     优酷用户1490590106333748  2017年12月22日   NaN     3.0  http://i.youku.com/i/UNDUxODgyOTQ4OA==
   我不是重庆人，但我去过，重庆给我留下了深刻的印象，我想说:重庆，！有缘再见，，，，，支持作者    3.0                      淸清瞳  2018年01月06日   NaN     1.0  http://i.youku.com/i/UNDgyNDcwODg3Mg==
    从朋友圈推荐过来的，很喜欢这种日常番，画风也很治愈。 也是国漫里少有的题材，超级有质感了。   17.0                     阿宅小米  2017年11月10日   NaN     2.0      http://i.youku.com/i/UNDA5ODU1NDI4
      希望国漫多一些类型，不要总是瞎搞笑，也不要总打打杀杀。贴近生活的未必就不能做出好作品。   11.0                   爆炸吧地球君  2017年11月12日   (1)     NaN  http://i.youku.com/i/UNDg1NDYxMjcyOA==
   看了一集，确实不错，很细腻，细节很真实。没有敷衍，制作团队很用心，期待爆红，因为有这个实力！   37.0     微信用户1502000810793667  2017年11月10日   NaN     1.0  http://i.youku.com/i/UNDg3ODI5NTMyNA==
                       3：28的时候地铁上江小白旁边有一个男生在打王者荣耀    9.0     微信用户1471612405253610  2017年11月10日   NaN     3.0  http://i.youku.com/i/UMzkxODY1Mzk2NA==
                       又和我一样先听了房东的猫的云烟成雨，再跑过来看的吗？   15.0              nhzhouliang  2017年11月12日   NaN     2.0  http://i.youku.com/i/UMTQ4MTE5ODk2MA==
                          北方人喝过一次，不绵不柔，难喝一匹，不黑不吹。   13.0                      风渐消  2017年11月10日   NaN     6.0      http://i.youku.com/i/UMTc1NDcyODQ4
                      人物单板有点像人偶。这时代作成这样的郊果不如不做。拉机    NaN          优酷手机用户_5906qy1a  2017年11月20日   (2)     4.0  http://i.youku.com/i/UMzE3Mzg3NTMxMg==
            我对国产动漫已经失去信心除了模仿就是抄袭 好不容易出个秦时明月还半年出一集    7.0                 我和我的猫都不饿  2017年11月12日   NaN     NaN  http://i.youku.com/i/UMTUyMTM1MzgyNA==
                           这酒喝的太淡，没什么度数，广告把酒价宣扬太高    NaN                     彩虹大盗  2017年12月27日   NaN     3.0      http://i.youku.com/i/UODY4OTc1NTI=
          其实这个天儿的重庆为了早上不迟到，出门的时候天还没亮。下班回家的时候天已经黑了    1.0                 Okami--L  2017年12月21日   NaN     NaN  http://i.youku.com/i/UMzI5NDU3MDM2OA==
               住的好像是沙坪坝还是大学城的那个涂鸦街？场景现实中都能找到的，不错。    5.0                      雨潇丶  2017年11月10日   (1)     NaN      http://i.youku.com/i/UMzA4ODkzOTI0
             难道一个公司制作出品，一个制作人，咋跟一人之下一样，川普当道啊……哈哈哈    NaN                 五月飞阳峰行天下  2018年03月10日   NaN     NaN  http://i.youku.com/i/UNDEzMzAxNTA2MA==
                    这是那个满大街到处打广告的白酒么？真心不好喝，酒精勾兑的。    1.0                    喵星星爸爸  2017年11月24日   NaN     1.0      http://i.youku.com/i/UMjgxMjA5NzY=
                              我叫白小飞我的身边发生了难以想像的灾难   16.0     腾讯用户0847798076117607  2017年11月10日   NaN     NaN  http://i.youku.com/i/UMTYxNDMyNTgyOA==
                         这不就是模仿的你的名字吗、什么时候能出一个原创的   11.0     微信用户1507196367115126  2017年11月10日   (3)    17.0  http://i.youku.com/i/UNTIzMDI3OTc2MA==
                  道理我都懂，ed里别插台词，感觉一点画面张立没有，影响听歌感受    NaN                  路德维希帅哥韩  2017年12月27日   NaN     1.0  http://i.youku.com/i/UNTAxMTg3MDU1Ng==
             老感觉是在看日漫 但人物形象又是中国特色的正常大小的眼睛 很久没看国漫了    2.0           腾讯用户9244944578  2017年11月10日   (2)     1.0  http://i.youku.com/i/UMzI0MDU1MTgwNA==
我好喜欢里面的景色，我是重庆人，第一次看见动漫下的大重庆，不管江小白的酒好与否，这种方式也是...    1.0                     爱果子酱  2017年12月08日   NaN     NaN  http://i.youku.com/i/UNDA3OTgwMTI5Mg==
                  3D把人动态做的很奇怪，路人都特别板。背景好可以，动画部分失败    NaN                      神帐子  2017年11月15日   (1)     1.0      http://i.youku.com/i/UMTAzMzMwNDEy
                      动漫里的大美重庆，还有我们热情好爽的重庆人情风气。好看    9.0                   AuA冬儿_  2017年11月10日   NaN     NaN  http://i.youku.com/i/UNDkwNDkyOTYzMg==
                         吃的是洞子火锅，不说了，人在外地，想吃火锅，串串    2.0                      雨潇丶  2017年11月10日   NaN     NaN      http://i.youku.com/i/UMzA4ODkzOTI0
                     觉得现在的国漫越来越有内涵.青春.吸引力.很好看 棒棒哒    1.0     优酷用户1492263033995977  2017年12月29日   NaN     NaN  http://i.youku.com/i/UNDU2MDM2MDU4NA==
            我想骂那个坏蛋 太不要脸了，生活中总会遇到那种坏蛋。希望他被老天爷惩罚吧。    5.0                     不走回忆  2017年11月09日   NaN     NaN  http://i.youku.com/i/UMjkyNTY5MDk1Mg==
                         事实上我已经猜到故事走向了，希望来个神转折什么的    4.0                 柔情似水佳期若梦  2017年11月09日   NaN     NaN  http://i.youku.com/i/UNTI1NjIxNTg1Ng==
                      和曾经的自己有联系这故事好想看过，是某个电影的情节吗？    4.0    支付宝用户1476765051600307  2017年11月09日   (3)     1.0  http://i.youku.com/i/UNDA2NDMxNzQ2MA==
                         求八分四十五秒以后的插曲名字，听过已经深入人心，    2.0     微信用户1511281474025371  2017年11月22日   NaN     NaN  http://i.youku.com/i/UNTM2NjM1NTYzNg==
情人节。我今年最大的确是不是么么哒，我今年又，快乐。情人节快乐。有个男友和解委员会判定这次比赛项目    NaN                   -A-西奥多  2018年02月15日   NaN     NaN  http://i.youku.com/i/UNDg0NzAxODI0NA==
           剧情、人物，场景、配音、音乐都很不错，就是有个不容忽视的缺点，动画制作很烂。    NaN                   张益达312  2017年12月26日   NaN     1.0  http://i.youku.com/i/UNDU4OTAxODYwNA==
                         天啊，现在都不流行留电话号码的呀，靠意念联系啦？    NaN                    阿华田甜筒  2017年12月15日   NaN     1.0      http://i.youku.com/i/UNTMxODQzODE2
尝不出来，虽然我也买过两次，下次就买毛铺酒了//我不明白这个酒自己酒厂都没，基本酒精兑水的玩...    NaN                    长白233  2017年12月07日   NaN     1.0  http://i.youku.com/i/UNDUyOTg3NDIxNg==
                         命运不会辜负用心努力的人 将成为我的座右铭哈哈哈    NaN                     恋上重庆          2周前   NaN     NaN  http://i.youku.com/i/UMTQxNDU4MDIzNg==
              很好看，画面，情节，在这浮世的社会里，让人心里有一点美好，希望结局美好    NaN            支付宝用户41097874  2017年11月16日   NaN     NaN  http://i.youku.com/i/UMzM2MDY1NDk4OA==
                        内容，说话，表情，都非常好，就是人物画面稍微差了点    NaN                新的一天-我们加油  2017年11月13日   NaN     NaN  http://i.youku.com/i/UMzM2NDQ4NjQyMA==
           讲真 剧情可能没有多好看 人物画风可能没有多唯美 但里面的生活场景真的好亲切    1.0                    can阿璨  2017年11月12日   NaN     NaN  http://i.youku.com/i/UMzAzODI5NjUxMg==
                     流畅性 画作的流畅性 难受 感觉 这种人物不生动 很难受    3.0     微信用户1500820981164110  2017年11月10日   (1)     2.0  http://i.youku.com/i/UNDg0MDIzMTM1Mg==
                          国漫什么问题反正都知道，我只是冲着重庆来顶一个   12.0                     潮琳老师  2017年11月10日   NaN     2.0  http://i.youku.com/i/UNDU5NDYzNjY2NA==
                  最后片尾还有正片啊，时长还可以，画面真是美到哭啊！可以追一追了    2.0                 穿梭在银河的武藏  2017年11月10日   NaN     1.0  http://i.youku.com/i/UMzE1NTc0MTM4OA==
                            说句实话，江小白真贵，口感不如毛铺苦荞酒。    NaN                     盖子灬哥  2018年02月15日   NaN     NaN  http://i.youku.com/i/UMTM0MDM0NDAyMA==
                       欧莱雅这个广告他吗意思不就是看不起人吗，还分手吧年龄    NaN                      温存て  2018年01月24日   NaN     NaN  http://i.youku.com/i/UMjk5MTEwODEwMA==
                              看完后我想拆玻璃了总是一扇玻璃的距离啊    NaN     微信用户1513286807475337  2018年01月04日   NaN     NaN  http://i.youku.com/i/UNTQyOTc1MjYxMg==
                     老感觉是在看日漫 但人物形象又是中国特色的正常大小的眼睛    NaN           腾讯用户9244944578  2017年11月10日   NaN     3.0  http://i.youku.com/i/UMzI0MDU1MTgwNA==
                          这拍的是宣传片么。 无语了。每个动作都辣眼睛。    NaN                   狂妄的机枪娘  2017年11月23日   (3)     NaN  http://i.youku.com/i/UNDYxNDIzMDA4MA==
                                    不是有一个酒的牌子叫江小白    7.0                       邵拙  2017年11月09日   (2)     NaN  http://i.youku.com/i/UMjY5ODU5ODA1Mg==
                                  片尾曲超赞的，重庆真的拍的很美    5.0                   oathmo  2017年11月09日   (2)     1.0      http://i.youku.com/i/UNTU0NDc5NDQ=
                           老子在桂林读大学 马上就放寒假回重庆了！！！    1.0                   0BDA27  2017年12月16日   NaN     1.0  http://i.youku.com/i/UMTM1NDA4MTk0OA==
                         唉，都是有故事的人，不像我，平淡地过完了中学时代    1.0                  闪星34590  2017年12月11日   NaN     NaN  http://i.youku.com/i/UNTI3Mjc5ODU3Mg==
                        挺不错的👍，画风也挺好。就是好看的故事大多雷同吧    NaN                   是我啊二柱子  2017年11月12日   NaN     NaN  http://i.youku.com/i/UNDI3OTE0NzcwOA==
                        哇哇哇，竟然配有我们重庆方言！！太接地气了👍👍    1.0                      宇绝尘  2017年11月10日   NaN     1.0  http://i.youku.com/i/UMTc1ODU0MDI3Ng==
                              我想问江小白酒投资的吗？这名字真是够了    1.0                    听雨居客栈  2017年11月15日   NaN     NaN  http://i.youku.com/i/UNDE1NDA5NDc5Mg==
                                在重庆生活了四年。江小白随处可见。    6.0           优酷用户6220178799  2017年11月10日   NaN     NaN  http://i.youku.com/i/UNDY3MTgwOTYxNg==
                                 江小白给你多少钱，我茅台给你三倍    7.0                     哆嗦龙龙  2017年11月10日   NaN     1.0  http://i.youku.com/i/UNDU1ODkxODcxNg==
                                在外面餐馆吃饭到处都有江小白的牌子    1.0                    在WC一D  2017年11月15日   NaN     NaN  http://i.youku.com/i/UMzc3NDE3MjMyOA==
                             看完了去天猫买酒了 算不算广告成功了😄    6.0     优酷用户1470297611467260  2017年11月10日   NaN     NaN  http://i.youku.com/i/UMzg2NTQ2OTQ2MA==
                              窗外的景有种似曾相识的感觉！重大A区？    3.0                    淳于-刀豆  2017年11月09日   NaN     NaN  http://i.youku.com/i/UNTMyNTAzODY5Ng==
                                 江小白给了多少钱？我泸小二双倍！    5.0      Waitforlove76513414  2017年11月10日   NaN     1.0  http://i.youku.com/i/UMzE2ODk2ODQ3Mg==
                               这是江小白打的广告 不得不说很有创意    5.0                  约翰斯顿的掌柜  2017年11月09日   NaN     1.0  http://i.youku.com/i/UNDgyMzkyODIzMg==
                            这部动漫要火！加油！希望时间加到24分钟.    9.0                  动漫新番委员会  2017年11月09日   NaN     3.0      http://i.youku.com/i/UNTAzNDE5MjE2
                   这是一部非常不错的动漫！九零后顶起！期待出更多这样的动漫作品    NaN                    流云282  2017年12月13日   NaN     NaN  http://i.youku.com/i/UMTkyNjE4OTEzMg==
                            我以为这个动漫是重庆白酒“江小白”出的呢！    NaN                      冷冷妖  2017年11月27日   NaN     1.0  http://i.youku.com/i/UNDI3MzE4NDI4NA==
                        这是刚发布的吗？？？感觉好有心了，表示支持，望坚持    1.0                  微生北堂端木青  2017年11月12日   NaN     1.0  http://i.youku.com/i/UMzI1MTEyNzc5Ng==
                           配音不错，画面也不错。支持国漫，用手。哈哈哈    4.0                  徐苏杭2018  2017年11月10日   NaN     2.0  http://i.youku.com/i/UMjM0NDYwNDgyMA==
                                 我还以为是白小飞呢。结果是江小白    6.0                   涛锅丶一般帅  2017年11月10日   (1)     1.0  http://i.youku.com/i/UMzY5Mzc1ODAwNA==
                                只有我是把他当成了旅游攻略来看的吗    5.0               红烧-快带排骨去清蒸  2017年11月10日   NaN     3.0  http://i.youku.com/i/UMTg2NTcwODcwMA==
                            唔 我们采用了三渲二的制作方式 ~谢谢支持    1.0                 两点十分动漫官方          频道主   NaN     NaN  http://i.youku.com/i/UMjg5NzUzMzI1Mg==
                             你的评论都好几条了，大行家，谢谢这么关注    NaN       王茂1481938279809893  2017年11月11日   NaN     1.0  http://i.youku.com/i/UNDI4MzExNzAyNA==
                                 有模仿的痕迹，不过期待剧本的发展    3.0           微信用户7323358743  2017年11月09日   NaN     1.0  http://i.youku.com/i/UNDE3NzY0NzYzMg==
                                          白酒都成精了啊    5.0                   lzxdmm  2017年11月09日   NaN     1.0      http://i.youku.com/i/UNjQ1MjczNTY=
                                       我叫江小白 我很好喝    4.0              去去去81321416  2017年11月09日   NaN     1.0  http://i.youku.com/i/UMTUyMDc3NjUzMg==
                                    谁知道前面的插曲是什么歌？    4.0                 晴晴晴天1101  2017年11月10日   NaN     1.0  http://i.youku.com/i/UNDMzMzM1NjE2OA==
                                        防空洞里的老火锅！    4.0                 爱原来什么也不是  2017年11月09日   NaN     1.0  http://i.youku.com/i/UMzQzMjk3ODY0NA==
                                 毕竟洞子鱼和聚奎中学都有我的回忆    NaN           土豆用户_397308476  2017年11月16日   NaN     1.0  http://i.youku.com/i/UMTU4OTIzMzkwNA==
                                  怎么看着开头有点像你的名字呢，    4.0           优酷用户4720412495  2017年11月10日   NaN     1.0  http://i.youku.com/i/UNDMyNzE2MTk2MA==
                        你的名字不会告你吗 我怎么觉得连大背景都那么一样吗    NaN           手机用户_717306557  2017年11月11日   NaN     1.0  http://i.youku.com/i/UMjg2OTIyNjIyOA==
                                真不错！快点更新！国漫良心治愈巨作    1.0                      沐小沥  2017年11月10日   NaN     NaN  http://i.youku.com/i/UNDY2MjIxNjY4NA==
                               有点像你的名字的剧情感觉有些画面贼像    NaN                      颖子卓  2017年11月10日   NaN     NaN  http://i.youku.com/i/UNDkyMzYzMzkxNg==
                                   明显模仿 你的名字23333    3.0                  l月球上的人l  2017年11月10日   NaN     NaN      http://i.youku.com/i/UNTkzMDU5OTk2
                                       吃火锅没得油碟，差评    2.0     腾讯用户1499944299204121  2017年11月09日   NaN     NaN  http://i.youku.com/i/UNDgwNzU5Njc2MA==
                                      让我想起了江小白的白酒    2.0                一点通775003  2017年11月10日   NaN     NaN  http://i.youku.com/i/UNDkzNDM5MjY0NA==
                                  我在七年后等着你，出同人动画了    NaN                j31094835  2017年11月12日   NaN     NaN  http://i.youku.com/i/UMTM3NDQzMzA2NA==
                               有谁还不知道江小白是什么，请举手🙋    NaN            支付宝用户74862339  2017年12月19日   NaN     NaN  http://i.youku.com/i/UMzM0ODkyOTgzMg==
                                不得了了，不得了了，江小白还出动漫    1.0                      空白律  2017年11月10日   NaN     NaN      http://i.youku.com/i/UNDUzMDAxODA=
                                难得不错的国产动漫，江小白酒也不错    NaN             INTERJIE1908  2017年11月13日   NaN     1.0  http://i.youku.com/i/UMjM0OTM0ODM1Mg==
                                    感觉第二集应该会好看一点。    2.0           腾讯用户8782392975  2017年11月09日   NaN     NaN  http://i.youku.com/i/UNDM1OTQwNzczMg==
                                   话说和b站评分相比这低的吓人    NaN     优酷用户1472473749725192  2018年01月08日   NaN     NaN  http://i.youku.com/i/UMzk0OTk4OTc2MA==
                                        接机那段是哪首？？    2.0                   逸沉PLUS  2017年11月09日   NaN     1.0  http://i.youku.com/i/UMjg0Njk1MjI5Ng==
                                 看到江小白的酒才看这部动漫。。。    1.0           淘宝用户5500146674          2周前   NaN     NaN  http://i.youku.com/i/UNDU5MjU0NDE3Ng==
                                   江小白，瓦特我还以为僵小鱼呢    NaN              该不该离开才是种解脱啊  2017年11月10日   NaN     NaN  http://i.youku.com/i/UNDIxNTM2NDg2NA==
                                      我是江小白，生活很简单    2.0                     可别笑了  2017年11月10日   NaN     NaN  http://i.youku.com/i/UMzI4NjMyOTQ2MA==
                           卧槽，第一眼看过来，还以为是我叫白小飞。。。    NaN           土豆用户_491009921  2018年01月11日   NaN     NaN  http://i.youku.com/i/UMTk2NDAzOTY4NA==
                               为什么只更新到八集，每天都在期待更新    NaN     微信用户1502595823492717  2018年01月01日   NaN     NaN  http://i.youku.com/i/UNDg5ODI4OTc5Ng==
                                        我怎么想起白小飞了    2.0           淘宝用户8242700004  2017年11月10日   NaN     NaN  http://i.youku.com/i/UNDcyNTc0NjcxMg==
                                   我们江津第一次出动画片好鸡冻    NaN                     张骊鳗关  2017年12月13日   NaN     NaN  http://i.youku.com/i/UMzMyNTEwODI4MA==
                                  和江小白的酒有啥关系啊？好期待    NaN                      马灬谦  2017年11月12日   NaN     NaN  http://i.youku.com/i/UMTk1NDg0MDY4NA==
                                            美翻大重庆    2.0                   谢妮儿289  2017年11月10日   NaN     NaN  http://i.youku.com/i/UMTMzMzUxNjg2OA==
                                    闹铃声是哨声响起的主题曲？    NaN                  微风依然在吹拂  2017年11月09日   NaN     NaN      http://i.youku.com/i/UMzcwOTIyMzg0
                                  为啥看到简介第一个想到的是伪恋    NaN          优酷手机用户_h203tz90  2017年12月24日   NaN     NaN  http://i.youku.com/i/UMzMxNzc0MzcyNA==
                                      我还以为是我就白小飞那    2.0           优酷用户4821426432  2017年11月09日   NaN     NaN  http://i.youku.com/i/UNDI1MTU4MzAyNA==
                                   为了房东的猫的 云烟成雨来的    1.0                   作熙作熙作熙  2018年01月20日   (1)     NaN  http://i.youku.com/i/UNDU3ODU2NzY0OA==
                                  这小白的配音，好有磁性，这念头    NaN     优酷用户1463198919022790  2017年11月10日   NaN     1.0  http://i.youku.com/i/UMzY0NDk2NDgyMA==
                                           为重庆打电话    2.0                   Tiki骨头  2017年11月10日   NaN     NaN      http://i.youku.com/i/UMTUwODE3MDA4
                              这是我重庆的酒么。。。。。酒厂赞助。。    NaN                  自古暖男是备胎  2017年12月18日   NaN     NaN  http://i.youku.com/i/UNDUwNDEyNjE3Mg==
                             这么好看的动漫居然没什么人欣赏，无语啊。    NaN                  那一年我们43  2017年12月14日   NaN     NaN  http://i.youku.com/i/UMTQ0NDEwNzk4MA==
                                 看到这名字就想到了《我叫白小飞》    NaN     优酷用户1465207452803717  2017年11月23日   NaN     NaN  http://i.youku.com/i/UMzcwNTU1NjE0MA==
                             重庆，还是大爱....江小白还是很厉害的    2.0                   憨厚我小白哥  2017年11月10日   NaN     NaN  http://i.youku.com/i/UMzQyNDUzOTM4OA==
                                               好看    2.0               yjiaoearth  2017年11月10日   NaN     NaN  http://i.youku.com/i/UMTM1NjU3MzUwOA==
                                               不错    2.0                      弈丨天  2017年11月09日   NaN     NaN      http://i.youku.com/i/UMTQ1Mjc2NDAw
                                               喜欢    2.0     腾讯用户1508482084848660  2017年11月09日   NaN     NaN  http://i.youku.com/i/UNTI3MDQ0MzIyMA==
                                   你是江小白啊，我是宁不凡呐！    NaN               Shineroan_  2017年11月15日   NaN     NaN  http://i.youku.com/i/UMjg5MzcwMjgyOA==
                                     拉开窗帘那一瞬好像甜筒啊    NaN                    520然儿  2017年11月10日   NaN     NaN      http://i.youku.com/i/UNTY0NTYzOTY0
                                    我店里也有这个酒，老板有买    NaN                      谢健波          2周前   NaN     NaN  http://i.youku.com/i/UNDEzNTYxMTE2NA==
                                      江小白不戴眼镜的时候帅    NaN                   想努力没放弃  2017年12月13日   NaN     NaN  http://i.youku.com/i/UNDAxMzUzMzE1Mg==
                                   江小白，让我想起了白小飞……    NaN                     醉愛潜徒  2017年11月10日   (1)     NaN      http://i.youku.com/i/UNTQyMDc5MDky
                                 重庆的景色画得是真的美，大赞👍    NaN                8金-色-年-华8  2017年11月11日   NaN     NaN  http://i.youku.com/i/UMTgyNjI4NTM5Mg==
                                    可以肯定是江津老白干投资的    1.0                muzi-wang  2017年11月10日   NaN     NaN  http://i.youku.com/i/UMzQzNTU3ODg1Mg==
                                    那什么，，，我家狗叫江小白    NaN     腾讯用户1517206912223808  2018年01月29日   NaN     NaN  http://i.youku.com/i/UNTU2NjA0MjYwOA==
                                 真的真的不喜欢国漫的配音，太拘束    NaN                    芭比比比Q  2018年01月27日   NaN     NaN  http://i.youku.com/i/UMzYwMTI4NjcwMA==
                                       我的专用起床闹钟铃声    NaN                    牛_马里恩  2017年12月01日   NaN     NaN  http://i.youku.com/i/UNTIwODkzMTA4OA==
                                       航班号跟起降机场不符    NaN           微信用户7700073753  2017年12月01日   NaN     NaN  http://i.youku.com/i/UNDY1NTY3NTI2OA==
                                   我大重庆，真实发生在重庆吗？    NaN     微信用户1472401084399566  2018年01月23日   NaN     1.0  http://i.youku.com/i/UMzk0NzkwNTgyNA==
                                    应该就是江小白酒拍摄的吧。    NaN                    减法_有道  2018年01月10日   NaN     NaN  http://i.youku.com/i/UMzExMTM5MjU0NA==
                                      良心之作，打开了心灵。    NaN                    奔跑吧阿宝  2018年01月22日   NaN     NaN  http://i.youku.com/i/UMzI2NjIxMDA1Mg==
                                    2D背景加3D人物最为致命    NaN                    一个小高冷  2018年01月11日   NaN     NaN  http://i.youku.com/i/UMTQxNzg2NzE2NA==
                                        一瓶勾兑酒居然火了    NaN                      海贼秦  2017年12月26日   NaN     NaN  http://i.youku.com/i/UNDI0MjA1MjIxNg==
                                         但还真有一丝相像    NaN                      千容盈  2017年12月06日   NaN     NaN  http://i.youku.com/i/UNDY0MTg3NTQ2NA==
                             没有《你的名字》这部电影好看，无聊的要死    NaN      优酷用户146219599677020  2017年12月01日   (1)     NaN  http://i.youku.com/i/UMzYyMTczOTU3Mg==
                                  真的 看起来就像是模型在动一样    NaN                 包子馒头1998  2017年11月28日   NaN     NaN  http://i.youku.com/i/UMzQ0MjYzMzQyMA==
                                      江小白的中间曲第一集哦    NaN                      古摇光  2017年11月21日   NaN     NaN  http://i.youku.com/i/UNDgyNjkyNDAzMg==
                                      飞机上那个镜头是重庆吗    NaN                 KGDFJEDW  2017年11月11日   NaN     NaN      http://i.youku.com/i/UMTg4MDI5ODA=
                                      所有的再见都是久别重逢    NaN                   有惊喜思密达  2017年11月10日   NaN     NaN  http://i.youku.com/i/UMTMzNjI5MjkxMg==
                                        插曲不想病，贰后生    1.0           魂殇feel35677156  2017年11月10日   NaN     NaN  http://i.youku.com/i/UMzE4NTIyNTMwNA==
                              希望不要太虐就好，希望是可爱的，幸福的    NaN                  付小白1129  2017年11月10日   NaN     NaN  http://i.youku.com/i/UNDYwNTM2NDMyOA==
                                   正宗重庆话，大重庆，好怀念！    1.0                     月宫宁静  2017年11月10日   NaN     NaN  http://i.youku.com/i/UNTIyODkzNzc2OA==
