comment  like                        nick     postTime reply  unlike                                user_url
    。每天看老掉牙的师兄师妹言情小说，心理描绘自己的女神。然后速度一见钟情凝霜，充满少年感啊。   NaN                       说爱你无价  2017年06月24日   NaN     NaN  http://i.youku.com/i/UMTIwNDQ4OTk4OA==
           好像所有人眼睛都是一个形状什么桃花眼丹凤眼下垂小狗眼之类希望改模使区别大一点   NaN                       白白的战神  2017年06月23日   NaN     NaN  http://i.youku.com/i/UNDExNTA4NDU5Ng==
应该是，不过官方这么一说我更加坚定了追剧的决心！虽然不知道要到第几季才能再次看到他们，不过总...   NaN                         单阿蔺  2017年06月21日   NaN     1.0  http://i.youku.com/i/UMTI4NDkwMjkzNg==
                         还是和霜凝再有一些更深接触超脱幼稚的占有变为真爱   NaN                      说我两个左边  2017年06月21日   NaN     NaN  http://i.youku.com/i/UMTI5MzUwMDU4NA==
                    其实鸣哥现在对霜凝的感情还停留在朦胧好感受挫后的不服输阶段   NaN                       海南的风筝  2017年06月21日   NaN     NaN  http://i.youku.com/i/UMTI4NTAwNzAyOA==
  世界架构开始混乱，神妖魔人侠，门派众多，如果不提架构，还好，一提架构，可能会出现悖论，BUG！   1.0                         李万木  2017年04月30日   NaN     1.0  http://i.youku.com/i/UMTUwNzQ2MDQ0MA==
如果只是传统武侠动漫那就更精彩了，各路英雄豪杰、各门各派、正道魔道、庙堂朝政、民族兵戈、恩怨情仇。   1.0              优酷用户6591269790  2017年04月26日   NaN     NaN  http://i.youku.com/i/UNDM1ODM5NTM1Mg==
                    更新太慢了，被火影忍者疾风传坑了15年，不知道这个要多少年   NaN              土豆用户_833686131  2017年11月04日   NaN     NaN  http://i.youku.com/i/UMzMzNDc0NDUyNA==
      这傻白甜的女主唉！为何我比较喜欢魔道的！你看看那姓语文的干的什么事啊什么叫误伤了九尾！   5.0              手机用户_404588904  2017年07月12日   NaN     1.0  http://i.youku.com/i/UMTYxODM1NTYxNg==
                           好让其能快点回到皇宫，和尸妖斗得难舍难分之际   NaN                     奥卡西的克莱拉  2017年06月27日   NaN     NaN  http://i.youku.com/i/UNDExNTExNzY4MA==
                    只是当下要得到天阴谷的秘籍，即便冯夺相助那也不是一件易事。   NaN                     伦纳德的巴特勒  2017年06月27日   NaN     NaN  http://i.youku.com/i/UNDExNTExOTYyOA==
                           自开播起，从始至终戴着面具一身神秘感的南宫爠   NaN                      爱上一片枫叶  2017年06月27日   NaN     NaN  http://i.youku.com/i/UMTI4NDkwOTkxNg==
                             柳红烟和司空拙欲去皇宫相助朱允炆的路上。   NaN                     鸟不生蛋的天堂  2017年06月27日   NaN     NaN  http://i.youku.com/i/UMTI4NDk3Nzc2NA==
                           而且字里行间一股不杀死冷霜凝誓不罢休的狠厉。   NaN     玛格丽塔的凉粉1478220507793728  2017年06月27日   NaN     NaN  http://i.youku.com/i/UNDExNTExMjQ5Ng==
                       毕竟，冷霜凝是钟鸣倾心相护，违背魔道本性都要相救的人   NaN                        豌豆飘飘  2017年06月27日   NaN     NaN  http://i.youku.com/i/UMTIwNDQ0OTA2NA==
                          冷霜凝不幸被三魔的捆尸索所缚，所幸钟鸣及时出现   NaN                        暗河流火  2017年06月27日   NaN     NaN  http://i.youku.com/i/UMTMyNjYzODQ1Mg==
                          最开始的时候，冥泉便被各大宗派甚至极乐谷瞧不起   NaN                     马洛里的黛芙妮  2017年06月27日   NaN     NaN  http://i.youku.com/i/UNDExNTA5OTg0NA==
                          深情凝视女主，并和女主定下了三天后的风波庄之约   NaN                       莎拉的米粒  2017年06月27日   NaN     NaN  http://i.youku.com/i/UNDExNTEwNTQ2OA==
              如今冯夺这一切言行不一的样子难道不是因为对钟鸣有什么不为人道的感情吗？   NaN                       原来情很烂  2017年06月27日   NaN     NaN  http://i.youku.com/i/UMTI4NDkyNjgyNA==
                      为了避免天魔元煞得到混元石祸害，还是使出浑身力量对付他   NaN     朱莉安娜的橙汁1478223057196775  2017年06月27日   NaN     NaN  http://i.youku.com/i/UNDExNTIwMTYyMA==
                       练此功的人要是只学上卷不学下卷，等到三尸神成型的时候   NaN                        悠游神魂  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTI5MzQ4MzM2MA==
                            真元便会反泄，直至耗尽玄力。但即便学了下卷   NaN                        汉城魅影  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTI5MzQ4OTU1Ng==
                 冥泉还告诉他，他的师尊鬼圣他教授他这些功法，对他也没安什么好心。   NaN                        梦别楼兰  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTI4NTAxMTU0MA==
                        日落之时回来捣药、煎药，一次次地把药送到朱允炆床前   NaN                        大爱未央  2017年06月25日   NaN     NaN      http://i.youku.com/i/UNjIzNjk0NTMy
                      小如虽然被朱允炆一副歇斯底里的样子吓到一脸惊恐后退连连   NaN                       下雨天烦哦  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTIwNDc5ODA0OA==
                           竟然早早就背着小皇帝将江山拱手相送给燕王朱棣   NaN                       三千城管哥  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTI5NTc4NDc3Ng==
                江湖传言“欲戴王冠，必承其重”，显然《太乙》里朱允炆已经不堪其重了   NaN                       大飞的罗素  2017年06月25日   NaN     NaN  http://i.youku.com/i/UNDExNTI1MTYwNA==
          钟鸣是不是撞破了什么，还说一向相熟，看来鬼圣和罗刹见面被钟鸣看见过，还不止一次   NaN                      赫伯特的面粉  2017年06月24日   NaN     1.0  http://i.youku.com/i/UNDExNTE4NTIwNA==
                  求官方详细说一下正统魔道有关双修的规定，情奴到底是个什么设定呢   NaN                       柿子的沃纳  2017年06月24日   NaN     NaN  http://i.youku.com/i/UNDExNTA0ODU3Mg==
                   就算没有官方设定，他也不是金龙鱼对手，唉，情商堪忧。艳值爆表   NaN       埃菲的保罗1478222174713537  2017年06月24日   NaN     NaN  http://i.youku.com/i/UNDExNTE3MDAyNA==
                  该怎么说呢，鬼圣炼器水平堪忧，金乌血怎么被炼成水平这么次的法器   NaN                      金刚小糊涂娃  2017年06月24日   NaN     NaN      http://i.youku.com/i/UNjI0NjI1MzI0
                    口鸟就是典型魔道光棍男，yy娶个玄门女弟子不是一天两天了。   NaN                        恨你兄弟  2017年06月24日   NaN     NaN      http://i.youku.com/i/UNjI1Nzc2NjU2
                       藏冥山不是爷们就是尸体，鬼圣冥圣还不设立言情小说柜。   NaN                       悠悠我行路  2017年06月24日   NaN     NaN  http://i.youku.com/i/UMTI4NDg1OTc2MA==
                     阴姬要抢的就是镇楼图桌子上的竹简吧，冯夺估计也是要那个。   NaN                         酷儿清  2017年06月24日   NaN     NaN  http://i.youku.com/i/UMTI4NDkxMDk0OA==
                     这么帅的血煞子就这样形神俱灭了最好有个忠心的徒弟给他报仇   NaN                      何苦为难穷人  2017年06月21日   NaN     NaN  http://i.youku.com/i/UMTI4NDg3OTIyMA==
    真心觉得就算最后他会死也不希望是因为这个女主而死，太烂俗了还有求官方一定要保持人设不崩啊。   NaN                         肥猪乖  2017年06月21日   NaN     NaN  http://i.youku.com/i/UMTI4NDkyMjEwNA==
    戏里的眼镜跟万花筒一样（指所有的），比珠宝和神器都亮。。。。歌曲蛮好的、配音叫的比床戏还浪   1.0           腾讯用户0000088143139  2017年06月11日   NaN     NaN  http://i.youku.com/i/UMTczNjU0NDY4MA==
                     秦时明月的人物有个性，这些人修道修的脸好长，就柳红烟好看   1.0                     菡菡麻麻338  2017年04月28日   NaN     2.0  http://i.youku.com/i/UNDE1MTM3NzExNg==
我特么就想说真好看,就是上部打斗不太理想,故事情节倒是有些意思,但有些情节太唐突.望这一季能...   NaN                        弥泽天秦  2017年04月27日   NaN     NaN  http://i.youku.com/i/UMTUxODU5NzMyNA==
     听说国漫的垃圾动漫组没啥事做一直去喷日漫？故意带节奏拉不到人气，不断地禁日漫是这样的吗？   NaN              杰斯88_329842575  2018年01月03日   NaN     1.0  http://i.youku.com/i/UMTMxOTM3MDMwMA==
明明可以把作品做的很好！可以成为动漫的姣姣者！为啥拖拉拖拉的剧情太拖拉的太慢了！做出个精品来...   3.0        微信用户1462253484212749  2017年04月28日   NaN     NaN  http://i.youku.com/i/UMzYyMjU4MDI0MA==
                         终于出了第二季，希望多让藏冥山的小哥哥们露露脸～   7.0                 haifenging2  2017年04月30日   NaN     NaN  http://i.youku.com/i/UNDE2NjcxMjMzMg==
      一共20分钟去头去尾15分钟 6分钟唧唧歪歪，2分钟广告 2分钟介绍人物， 然后结束。   7.0                      Teng_u  2017年04月29日   (1)     NaN      http://i.youku.com/i/UMjgzMDQ1OTk2
我是刚看完魁拔1 2 3后来的 国漫原来都已经这么牛逼了吗？（看过镇魂街了，现在在看真人版镇...   1.0                     OmO荷包蛋x  2017年08月22日   NaN     2.0  http://i.youku.com/i/UNDg3NTQzOTY1Mg==
          呵呵，只是道不同罢了，自称为神的跳梁小丑，高尚不到哪儿去，有什么资格称别人为魔   NaN              淘宝用户5124910099  2017年07月07日   NaN     NaN  http://i.youku.com/i/UNDczNTAxNzg0OA==
                            没想到狐仙九元碰到镇天石而亡，真是不幸消息   NaN                      罗赛蒂的卡尔  2017年06月29日   NaN     NaN  http://i.youku.com/i/UNDExNTI3OTU4MA==
                          语浅言深中向观众们展现了一个更深广的仙侠世界。   NaN                        三峡轻舟  2017年06月27日   NaN     NaN      http://i.youku.com/i/UNjIzNzU4Mzgw
                             一个霸道公主抱，击碎了屏幕前亿万颗少女心   NaN                       回家的长路  2017年06月27日   NaN     NaN  http://i.youku.com/i/UMTMyOTYwMjI3Ng==
                           只是沟壑在前，钟鸣情路似乎注定了要充满坎坷。   NaN                        落霜以后  2017年06月27日   NaN     NaN  http://i.youku.com/i/UMTI5NTc2ODk3Mg==
                      冯夺非杀掉zheg冷霜凝不可的态度到底是不是为了钟鸣，   NaN                       伊人欧阳狂  2017年06月27日   NaN     NaN  http://i.youku.com/i/UMTI4NjQ3Mjg1Ng==
                      。貌似含有钟鸣不该为了个冷霜凝就大动干戈的意思在里面。   NaN                       精华旅游记  2017年06月27日   NaN     NaN  http://i.youku.com/i/UMTIwMzU1OTAwNA==
                    这恨意绵长只因爱意难断。爱不得所以心不甘，心不甘所以恨难消   NaN                       悸末哽漃寞  2017年06月27日   NaN     NaN      http://i.youku.com/i/UNjI1MzI4NzQw
                          多的粉丝尤其好奇为什么冯夺一定要追着冷霜凝不放   NaN                       天天雪茄烟  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTI4NjQ3NjM2MA==
                          小皇帝朱允炆被送到了云台山的一处草庐里修养伤势   NaN                     科波菲尔的七杀  2017年06月25日   NaN     NaN  http://i.youku.com/i/UNDExNTEwNDgwOA==
                他只用了一个晚上便顺利实现了从国破家亡到二级残废的男主剧本焚烧过程   NaN                        痛恨非情  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTI4NDg0NTY4MA==
                接下来会如何发展呢？被坑的冯夺会真的甘心就这么不计前嫌相信冥泉吗？   NaN                        猫还没睡  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTIwNDQ1MTE4MA==
                         就引发了路人无限猜想。而在第二季刚更新的第六集里   NaN                       李花的淡淡  2017年06月25日   NaN     NaN  http://i.youku.com/i/UNDExNTI0NzkxMg==
                          他带着疑惑和些许自己都未发觉的感动，张口喝了药   NaN                         程友霞  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTI4NTAxNDYyOA==
              追过这部3D仙侠玄幻国漫的朋友，一定不会忘记第一季第十六集发生了什么。   NaN                       鄱湖垦荒人  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTI4NTM3OTEwMA==
                           露出带着刀疤的苍白容颜的那一幕着实让人难忘。   NaN                       辣椒的小鱼  2017年06月25日   NaN     NaN  http://i.youku.com/i/UNDExNTE2ODM0OA==
                          那副被带了三十多集的面具终于可以正式宣告下线了   NaN                         吴远鑫  2017年06月25日   NaN     NaN      http://i.youku.com/i/UNjI1MDI5MTIw
           “以前的事，老朽和你解释过。现在皇上蒙难，需要在你这里修养，你要好生照顾。”   NaN                       知己上梁山  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTI5MzQ2Mzc1Ng==
                              请问哪里说过凌乙师尊是竹山派的天恒真人   NaN                         小以泰  2017年06月24日   NaN     NaN  http://i.youku.com/i/UMTIwNDQ5NDc4MA==
                       姐姐你可不可以把口鸟调侃他师尊和罗刹关系那段截一下啊   NaN       伍德的漫漫1478220785172451  2017年06月24日   NaN     NaN  http://i.youku.com/i/UNDExNTEyMTUyOA==
                           钟鸣从小被父母遗弃，被鬼母所救，后被鬼圣收养   NaN     艾丝翠得的米线1478175751965928  2017年06月24日   NaN     NaN  http://i.youku.com/i/UNDExMzgxNjUxNg==
           我家口鸟这集有没出现，看了下集预告，估计还是大寸霸屏，师兄估计还是出不了现了   NaN                     怀特黑德的乔布  2017年06月24日   NaN     NaN  http://i.youku.com/i/UNDExNTA2MzA0MA==
                     他竟然和妹子聊天修真科普，要问妹子兴趣爱好电话住址约会啊   NaN                      蛋疼时捏一捏  2017年06月24日   NaN     NaN  http://i.youku.com/i/UMTIwNDQ5NDU3Mg==
                           所以口鸟只能眼巴巴看金龙鱼撩妹一路，咬手绢。   NaN                       非州小光头  2017年06月24日   NaN     NaN  http://i.youku.com/i/UMTI5MzE1OTg3Mg==
                作为鸣霜党我不反对口鸟有感情戏，但是不希望口鸟因为感情过的没有自我   NaN                       小心耍流氓  2017年06月21日   NaN     NaN  http://i.youku.com/i/UMTI4NjQ3OTI4NA==
             说我们一直担心鸣哥会被写死，那些年是吃了多少深情男配为爱献身的套路Orz   NaN                       瞿春林怀化  2017年06月21日   NaN     NaN  http://i.youku.com/i/UMTI4NDkyODU1Ng==
                         我家掌教大人和宇文宝宝还有宫主大人以后还会出场的   NaN                         整形变  2017年06月21日   NaN     NaN  http://i.youku.com/i/UMTIwNDgwNTA2MA==
            我觉得比秦时明月和不良人好看，画面虽然没有那么华丽，但故事性和节奏把握的好   4.0                yuxzhang1987  2017年05月12日   NaN     NaN      http://i.youku.com/i/UNTM1OTQ3OTMy
                      生化危机战神再生么。看生化太多了么。改编成了半个升华。   NaN                 zhaoxinzxzx  2017年04月25日   NaN     NaN      http://i.youku.com/i/UOTAwOTczODA=
国漫剧情好，但还是喜欢日漫那种风格，国漫3D看着不流畅，明明一些骗钱游戏里面的CG做得那么好...   NaN       支付宝用户1516206115685736  2018年01月18日   NaN     NaN  http://i.youku.com/i/UNTUzMTk5NTkxNg==
    新人一枚，结果一没注意，直接看成第19集了……还看完了(⊙o⊙)是说屏幕里的咋那么清楚……   2.0                  CAlliswell  2017年09月03日   NaN     NaN  http://i.youku.com/i/UNDk1NTcyMTEyOA==
                  就是音效差了点，本来炫酷的镜头连一点声音都没有，感觉缺少点底蕴   1.0                      超人说我会飞  2017年05月07日   (2)     1.0      http://i.youku.com/i/UMjUzMzYzNDYw
     说实话，我是很期待国漫兴起的，但这表情，这动作，是木偶人么？唉，剧情再好也看不下去，失望   NaN                  勿悲41374437  2017年12月22日   NaN     1.0  http://i.youku.com/i/UMTg0OTE4MTU0MA==
                 你别500年后啊，就把前面昆仑决战演出来也不错啊，听着挺热闹的。   NaN                      dihuax  2017年11月20日   NaN     NaN      http://i.youku.com/i/UNjg3OTI5NzY=
              这不是动漫片。是MV歌曲循环。一个片头一个片尾下去。加个前集预告。没了   2.0                         碗粿仔  2017年04月25日   NaN     2.0      http://i.youku.com/i/UMzY2NDgwMjA=
              气死了，等那么久都没有更新出来27，你这是什么导员，不能演就回家睡觉去   NaN                        扈x清风  2017年11月15日   NaN     NaN  http://i.youku.com/i/UNTIxMDMwMjA0NA==
           多宣传啊！要不是偶尔搜搜，都不知道第二季更新。苦苦等了半年了。很喜欢！加油！   7.0                        碎月摇影  2017年06月03日   NaN     1.0  http://i.youku.com/i/UMTMzMDQzMjYyMA==
                 人物做的不喜欢，女主红眼睛。国漫追过的魁拔，秦时明月，喜羊羊哈哈   NaN        优酷用户1498103485370943  2017年10月21日   NaN     2.0  http://i.youku.com/i/UNDcyNjAxNzM2OA==
竟然现在还有人喜欢日漫的！现在我觉得日漫罗里吧嗦，嘴遁最厉害！国漫现在倒是不错咯，画风，故事...   4.0             支付宝用户6829252721  2017年10月15日   NaN     NaN  http://i.youku.com/i/UNDk5MjY2Mzg3Mg==
国漫比日漫有内涵又文化多了，日漫就是夸张的动作和表情，其他没感觉！除了那个日本顶级动漫大师还...   NaN        微信用户1504871777428345  2018年03月03日   NaN     NaN  http://i.youku.com/i/UNDk4MTExMDk1Mg==
                    仙和魔的区别。仙为纯阳扬善抑恶，魔多少有分不清正邪的地方。   NaN                   王12249071  2017年08月25日   NaN     NaN  http://i.youku.com/i/UMjg2MjIzOTEwMA==
                         我记得贴吧有小伙伴梳理这个的！我一时半会讲不清！   NaN                      牵手那一瞬间  2017年06月30日   NaN     NaN  http://i.youku.com/i/UMTI4NDk5MjE0OA==
                           南极帝君和紫薇女帝转生归来，真是来的正是时候   NaN                     得美才是真的美  2017年06月29日   NaN     NaN  http://i.youku.com/i/UMTI4NTQwNTE0MA==
                           冷霜凝和藏冥山三魔各自论述了他们眼中的所谓道   NaN                      快乐人生达达  2017年06月27日   NaN     NaN      http://i.youku.com/i/UNjI1MDM3ODQ4
                           冥泉可怜之处还有一方面体现在他所遵循的魔道上   NaN                       鼓乐游新泥  2017年06月27日   NaN     NaN  http://i.youku.com/i/UMTMyOTYwMDk0OA==
                        而声称自己只是碰巧路过的冯夺，实际早已经目睹了全程   NaN                       猫宝宝的猫  2017年06月27日   NaN     NaN  http://i.youku.com/i/UMTI4NTAwOTMxNg==
                     而当初冥泉并未告诉冯夺这些，现在才说，真的是把冯夺坑惨了   NaN                      菊长开会去了  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTIwNDc5NzM4MA==
                    奄奄一息之时才被从地牢里救了出来，然而他即便到了修养的地方   NaN                      为省水不洗澡  2017年06月25日   NaN     NaN      http://i.youku.com/i/UNjIzNzYxMjc2
                              看来得来个林正英道长收拾一下这帮僵尸啊   NaN                       成功的期盼  2017年06月25日   NaN     NaN      http://i.youku.com/i/UNjI2MTcxNDQ0
                          练至第九层时，甚至会变本加厉需要每天都进行采补   NaN                         麦克色  2017年06月25日   NaN     NaN      http://i.youku.com/i/UNjI3NTYyMTUy
                       朱允炆拒绝喝药，“你能做什么，用草药把筋骨接上吗?”   NaN                      永远乐观自信  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTI4NDk0NDQyNA==
                             而忠心不二的南宫爠竟然也不是朱允炆的人。   NaN                        可爱阳朔  2017年06月25日   NaN     NaN      http://i.youku.com/i/UNjI1MDM2NzY4
                             跌跌撞撞下好不容易逃出生天可以稍作休息了   NaN                         川子默  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTI4NTM4NzI5Ng==
                          跟他一起去天阴谷帮他从鬼圣和钟鸣手中拿到秘籍。   NaN                         林穆衍  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMTI4NDkzNjExMg==
                       彻彻底底地沦为了一个废人。朱允炆水深火热都遭受一遍后   NaN                      玛希的菲利蒙  2017年06月25日   NaN     NaN  http://i.youku.com/i/UNDExNTE5ODIyNA==
                           冯夺好奇为何这么多人都为了天阴谷秘籍大费周章   NaN                       宝玉的莫姆  2017年06月25日   NaN     NaN  http://i.youku.com/i/UNDExNTE2MjE1Ng==
                     每天被拘在山间的一处草庐，一切活动都不得不限制在一张床上   NaN                      葡萄酒的艾娃  2017年06月25日   NaN     NaN  http://i.youku.com/i/UNDExNTQzNzAwNA==
          :我是没想到冥泉居然怼鬼圣去了，毕竟第一季他遇到还是一团鬼火的鬼圣就直接跑了啊   NaN                       胖胖的雯子  2017年06月24日   NaN     NaN  http://i.youku.com/i/UMTI4NDkxNTU2OA==
                    如果像霜凝一样被玄门收养，那肯定也是玄门正道好青年一枚啊！   NaN                      我的爱不复回  2017年06月24日   NaN     NaN      http://i.youku.com/i/UNjIzNzY0Nzk2
                        : 原著里面金乌剑是明剑质的，动漫里给改成晦剑质了   NaN                     丽贝卡的哈罗德  2017年06月24日   NaN     NaN  http://i.youku.com/i/UNDExNTI0Njg3Ng==
