content  playCount name
                              我觉得那面集团的那个女的，是喵喵的姐姐    3527628  食神魂
                                       他爸就是拾荒者的首领    3527628  食神魂
                             为毛我看食神魂就感觉那么饿呢😂😂😂    3527628  食神魂
                                     好好看只不过更新的太慢了    3527628  食神魂
                            垃圾 一个星期才一集，时间过不到10分钟。    3527628  食神魂
                                             分享图片    3527628  食神魂
                          我想知道娜是什么[色][色][色][色][色]    3527628  食神魂
                        高举顾喵大旗一百年不动摇⁄（⁄⁄•⁄ω⁄•⁄⁄）⁄    3527628  食神魂
                              ？？巨基少爷作为一只鸡居然chi鸡蛋了    3527628  食神魂
                        看了《食神魂》之后还没有中华小当家好看，大家说呢？    3527628  食神魂
                              我觉得那面集团的那个女的，是喵喵的姐姐    3527628  食神魂
                                       他爸就是拾荒者的首领    3527628  食神魂
                             为毛我看食神魂就感觉那么饿呢😂😂😂    3527628  食神魂
                                             分享图片    3527628  食神魂
                         怎么那么少分钟不够看啊！  \n\n多点多点多！    3527628  食神魂
                                     看完我也好想成为一个厨师    3527628  食神魂
                          我想知道娜是什么[色][色][色][色][色]    3527628  食神魂
                        高举顾喵大旗一百年不动摇⁄（⁄⁄•⁄ω⁄•⁄⁄）⁄    3527628  食神魂
                              ？？巨基少爷作为一只鸡居然chi鸡蛋了    3527628  食神魂
                                他长得都有点像只狗，特别是那个鼻子    3527628  食神魂
                                       8分钟广告，什么东西    3527628  食神魂
           时长短是国漫的统一问题，但是这个动漫的画面感，还有人物画面有点对不起这个动漫    3527628  食神魂
                        看了《食神魂》之后还没有中华小当家好看，大家说呢？    3527628  食神魂
                                             分享图片    3527628  食神魂
                         怎么那么少分钟不够看啊！  \n\n多点多点多！    3527628  食神魂
                                最近为什么都没有伊尹的戏份？不开心    3527628  食神魂
                             我真的生气了！！哪有总是在关键时刻结束的    3527628  食神魂
                                  这集好看！！例行表白制作组！！    3527628  食神魂
                                     看完我也好想成为一个厨师    3527628  食神魂
                                他长得都有点像只狗，特别是那个鼻子    3527628  食神魂
                                       8分钟广告，什么东西    3527628  食神魂
                                 看到小浪和叔叔那里就觉得一阵心酸    3527628  食神魂
                                  嘤嘤嘤这就完了，导演你太坏了！    3527628  食神魂
                                 啊啊啊表白炎小浪~~~小浪好帅！    3527628  食神魂
           时长短是国漫的统一问题，但是这个动漫的画面感，还有人物画面有点对不起这个动漫    3527628  食神魂
                                最近为什么都没有伊尹的戏份？不开心    3527628  食神魂
                             我真的生气了！！哪有总是在关键时刻结束的    3527628  食神魂
                           一chi蛋炒饭就想起小时候！！还要配娃哈哈喝    3527628  食神魂
                                    等的望眼欲穿终于更新了！！    3527628  食神魂
                                   哇啊啊啊伊尹这集露脸也太少啦    3527628  食神魂
                                  这集好看！！例行表白制作组！！    3527628  食神魂
                                 看到小浪和叔叔那里就觉得一阵心酸    3527628  食神魂
                                  嘤嘤嘤这就完了，导演你太坏了！    3527628  食神魂
                                       喵喵烤冷面啊，烤冷面    3527628  食神魂
                                       我来说说。。。。。。    3527628  食神魂
                                        哈哈哈😂😂😂    3527628  食神魂
                                 啊啊啊表白炎小浪~~~小浪好帅！    3527628  食神魂
                           一chi蛋炒饭就想起小时候！！还要配娃哈哈喝    3527628  食神魂
                                    等的望眼欲穿终于更新了！！    3527628  食神魂
                                   哇啊啊啊伊尹这集露脸也太少啦    3527628  食神魂
                                       喵喵烤冷面啊，烤冷面    3527628  食神魂
                                       我来说说。。。。。。    3527628  食神魂
                                        哈哈哈😂😂😂    3527628  食神魂
                                          我……\n!？    3527628  食神魂
                                          时间长了，噢耶    3527628  食神魂
                                          炎小浪无言以对    3527628  食神魂
                                              NaN    3527628  食神魂
                        等了那么久 就那么点时间，国产动画也就这个逼样了。    3527628  食神魂
                                    为嘛广告这么长？。。。。。    3527628  食神魂
                                  为什么我感觉，画风没有第一季好    3527628  食神魂
                               可怕！这集竟然十五分钟（ಡωಡ）！！    3527628  食神魂
                                 喵喵你忘记了喵村烤冷面了吗喵~     3527628  食神魂
                                第二季画质好评！！比第一季好看诶！    3527628  食神魂
                                这一集好多新人物啊啊！越来越好看了    3527628  食神魂
                               又是猝不及防的结尾！生气生气生气！！    3527628  食神魂
                                做肠粉那个感觉一点也不亲民耶...    3527628  食神魂
                              导演说话不算数啊，40分钟不是梦呢？？    3527628  食神魂
                                      画风挺好看的(✪▽✪)    3527628  食神魂
                                      谁先做菜谁就输！！！！    3527628  食神魂
                                              美不美    3527628  食神魂
                           mmp更的太慢了还这么少应该每天一集[微笑]    3527628  食神魂
                           好好奇针对？还是故意的，感觉之后喵喵要堕了啊    3527628  食神魂
                                    加油加油，长一点加油加油！    3527628  食神魂
         把后面那段舞蹈切掉，换点剧情好不？国产动漫很少有这种好作品了，但是拜托别这么短啊    3527628  食神魂
                哈哈哈，原来他们小的时候长这个样子。喵喵好可爱。这个黄鸡嘛，哈哈！    3527628  食神魂
                                     好好看只不过更新的太慢了    3527628  食神魂
                            垃圾 一个星期才一集，时间过不到10分钟。    3527628  食神魂
                                             分享图片    3527628  食神魂
                              我觉得那面集团的那个女的，是喵喵的姐姐    3527628  食神魂
                                       他爸就是拾荒者的首领    3527628  食神魂
                             为毛我看食神魂就感觉那么饿呢😂😂😂    3527628  食神魂
                          我想知道娜是什么[色][色][色][色][色]    3527628  食神魂
                        高举顾喵大旗一百年不动摇⁄（⁄⁄•⁄ω⁄•⁄⁄）⁄    3527628  食神魂
                              ？？巨基少爷作为一只鸡居然chi鸡蛋了    3527628  食神魂
                        看了《食神魂》之后还没有中华小当家好看，大家说呢？    3527628  食神魂
                                             分享图片    3527628  食神魂
                         怎么那么少分钟不够看啊！  \n\n多点多点多！    3527628  食神魂
                                     看完我也好想成为一个厨师    3527628  食神魂
                                他长得都有点像只狗，特别是那个鼻子    3527628  食神魂
                                       8分钟广告，什么东西    3527628  食神魂
           时长短是国漫的统一问题，但是这个动漫的画面感，还有人物画面有点对不起这个动漫    3527628  食神魂
                                最近为什么都没有伊尹的戏份？不开心    3527628  食神魂
                             我真的生气了！！哪有总是在关键时刻结束的    3527628  食神魂
                                  这集好看！！例行表白制作组！！    3527628  食神魂
                                 看到小浪和叔叔那里就觉得一阵心酸    3527628  食神魂
                                  嘤嘤嘤这就完了，导演你太坏了！    3527628  食神魂
                                 啊啊啊表白炎小浪~~~小浪好帅！    3527628  食神魂
                           一chi蛋炒饭就想起小时候！！还要配娃哈哈喝    3527628  食神魂
                                    等的望眼欲穿终于更新了！！    3527628  食神魂
                                   哇啊啊啊伊尹这集露脸也太少啦    3527628  食神魂
                                       喵喵烤冷面啊，烤冷面    3527628  食神魂
                                       我来说说。。。。。。    3527628  食神魂
                                        哈哈哈😂😂😂    3527628  食神魂
                                          我……\n!？    3527628  食神魂
                                          时间长了，噢耶    3527628  食神魂
                                          炎小浪无言以对    3527628  食神魂
                                              NaN    3527628  食神魂
                        等了那么久 就那么点时间，国产动画也就这个逼样了。    3527628  食神魂
                                    为嘛广告这么长？。。。。。    3527628  食神魂
                                  为什么我感觉，画风没有第一季好    3527628  食神魂
                               可怕！这集竟然十五分钟（ಡωಡ）！！    3527628  食神魂
                                 喵喵你忘记了喵村烤冷面了吗喵~     3527628  食神魂
                                第二季画质好评！！比第一季好看诶！    3527628  食神魂
                                这一集好多新人物啊啊！越来越好看了    3527628  食神魂
                               又是猝不及防的结尾！生气生气生气！！    3527628  食神魂
                                做肠粉那个感觉一点也不亲民耶...    3527628  食神魂
                              导演说话不算数啊，40分钟不是梦呢？？    3527628  食神魂
                                      画风挺好看的(✪▽✪)    3527628  食神魂
                                      谁先做菜谁就输！！！！    3527628  食神魂
                                              美不美    3527628  食神魂
                           mmp更的太慢了还这么少应该每天一集[微笑]    3527628  食神魂
                           好好奇针对？还是故意的，感觉之后喵喵要堕了啊    3527628  食神魂
                                    加油加油，长一点加油加油！    3527628  食神魂
         把后面那段舞蹈切掉，换点剧情好不？国产动漫很少有这种好作品了，但是拜托别这么短啊    3527628  食神魂
                哈哈哈，原来他们小的时候长这个样子。喵喵好可爱。这个黄鸡嘛，哈哈！    3527628  食神魂
                                     好好看只不过更新的太慢了    3527628  食神魂
                            垃圾 一个星期才一集，时间过不到10分钟。    3527628  食神魂
                                             分享图片    3527628  食神魂
                              我觉得那面集团的那个女的，是喵喵的姐姐    3527628  食神魂
                                       他爸就是拾荒者的首领    3527628  食神魂
                             为毛我看食神魂就感觉那么饿呢😂😂😂    3527628  食神魂
                          我想知道娜是什么[色][色][色][色][色]    3527628  食神魂
                        高举顾喵大旗一百年不动摇⁄（⁄⁄•⁄ω⁄•⁄⁄）⁄    3527628  食神魂
                              ？？巨基少爷作为一只鸡居然chi鸡蛋了    3527628  食神魂
                        看了《食神魂》之后还没有中华小当家好看，大家说呢？    3527628  食神魂
                                             分享图片    3527628  食神魂
                         怎么那么少分钟不够看啊！  \n\n多点多点多！    3527628  食神魂
                                     看完我也好想成为一个厨师    3527628  食神魂
                                他长得都有点像只狗，特别是那个鼻子    3527628  食神魂
                                       8分钟广告，什么东西    3527628  食神魂
           时长短是国漫的统一问题，但是这个动漫的画面感，还有人物画面有点对不起这个动漫    3527628  食神魂
                                最近为什么都没有伊尹的戏份？不开心    3527628  食神魂
                             我真的生气了！！哪有总是在关键时刻结束的    3527628  食神魂
                                  这集好看！！例行表白制作组！！    3527628  食神魂
                                 看到小浪和叔叔那里就觉得一阵心酸    3527628  食神魂
                                  嘤嘤嘤这就完了，导演你太坏了！    3527628  食神魂
                                 啊啊啊表白炎小浪~~~小浪好帅！    3527628  食神魂
                           一chi蛋炒饭就想起小时候！！还要配娃哈哈喝    3527628  食神魂
                                    等的望眼欲穿终于更新了！！    3527628  食神魂
                                   哇啊啊啊伊尹这集露脸也太少啦    3527628  食神魂
                                       喵喵烤冷面啊，烤冷面    3527628  食神魂
                                       我来说说。。。。。。    3527628  食神魂
                                        哈哈哈😂😂😂    3527628  食神魂
                                          我……\n!？    3527628  食神魂
                                          时间长了，噢耶    3527628  食神魂
                                          炎小浪无言以对    3527628  食神魂
                                              NaN    3527628  食神魂
                        等了那么久 就那么点时间，国产动画也就这个逼样了。    3527628  食神魂
                                    为嘛广告这么长？。。。。。    3527628  食神魂
                                  为什么我感觉，画风没有第一季好    3527628  食神魂
                               可怕！这集竟然十五分钟（ಡωಡ）！！    3527628  食神魂
                                 喵喵你忘记了喵村烤冷面了吗喵~     3527628  食神魂
                                第二季画质好评！！比第一季好看诶！    3527628  食神魂
                                这一集好多新人物啊啊！越来越好看了    3527628  食神魂
                               又是猝不及防的结尾！生气生气生气！！    3527628  食神魂
                                做肠粉那个感觉一点也不亲民耶...    3527628  食神魂
                              导演说话不算数啊，40分钟不是梦呢？？    3527628  食神魂
                                      画风挺好看的(✪▽✪)    3527628  食神魂
                                      谁先做菜谁就输！！！！    3527628  食神魂
                                              美不美    3527628  食神魂
                           mmp更的太慢了还这么少应该每天一集[微笑]    3527628  食神魂
                           好好奇针对？还是故意的，感觉之后喵喵要堕了啊    3527628  食神魂
                                    加油加油，长一点加油加油！    3527628  食神魂
         把后面那段舞蹈切掉，换点剧情好不？国产动漫很少有这种好作品了，但是拜托别这么短啊    3527628  食神魂
                哈哈哈，原来他们小的时候长这个样子。喵喵好可爱。这个黄鸡嘛，哈哈！    3527628  食神魂
                                     好好看只不过更新的太慢了    3527628  食神魂
                            垃圾 一个星期才一集，时间过不到10分钟。    3527628  食神魂
                                             分享图片    3527628  食神魂
                              我觉得那面集团的那个女的，是喵喵的姐姐    3527628  食神魂
                                       他爸就是拾荒者的首领    3527628  食神魂
                             为毛我看食神魂就感觉那么饿呢😂😂😂    3527628  食神魂
                          我想知道娜是什么[色][色][色][色][色]    3527628  食神魂
                        高举顾喵大旗一百年不动摇⁄（⁄⁄•⁄ω⁄•⁄⁄）⁄    3527628  食神魂
                              ？？巨基少爷作为一只鸡居然chi鸡蛋了    3527628  食神魂
                        看了《食神魂》之后还没有中华小当家好看，大家说呢？    3527628  食神魂
                                             分享图片    3527628  食神魂
                         怎么那么少分钟不够看啊！  \n\n多点多点多！    3527628  食神魂
                                     看完我也好想成为一个厨师    3527628  食神魂
                                他长得都有点像只狗，特别是那个鼻子    3527628  食神魂
                                       8分钟广告，什么东西    3527628  食神魂
           时长短是国漫的统一问题，但是这个动漫的画面感，还有人物画面有点对不起这个动漫    3527628  食神魂
                                最近为什么都没有伊尹的戏份？不开心    3527628  食神魂
                             我真的生气了！！哪有总是在关键时刻结束的    3527628  食神魂
                                  这集好看！！例行表白制作组！！    3527628  食神魂
                                 看到小浪和叔叔那里就觉得一阵心酸    3527628  食神魂
                                  嘤嘤嘤这就完了，导演你太坏了！    3527628  食神魂
                                 啊啊啊表白炎小浪~~~小浪好帅！    3527628  食神魂
                           一chi蛋炒饭就想起小时候！！还要配娃哈哈喝    3527628  食神魂
                                    等的望眼欲穿终于更新了！！    3527628  食神魂
                                   哇啊啊啊伊尹这集露脸也太少啦    3527628  食神魂
                                       喵喵烤冷面啊，烤冷面    3527628  食神魂
                                       我来说说。。。。。。    3527628  食神魂
                                        哈哈哈😂😂😂    3527628  食神魂
                                          我……\n!？    3527628  食神魂
                                          时间长了，噢耶    3527628  食神魂
                                          炎小浪无言以对    3527628  食神魂
                                              NaN    3527628  食神魂
                        等了那么久 就那么点时间，国产动画也就这个逼样了。    3527628  食神魂
                                    为嘛广告这么长？。。。。。    3527628  食神魂
                                  为什么我感觉，画风没有第一季好    3527628  食神魂
                               可怕！这集竟然十五分钟（ಡωಡ）！！    3527628  食神魂
                                 喵喵你忘记了喵村烤冷面了吗喵~     3527628  食神魂
                                第二季画质好评！！比第一季好看诶！    3527628  食神魂
                                这一集好多新人物啊啊！越来越好看了    3527628  食神魂
                               又是猝不及防的结尾！生气生气生气！！    3527628  食神魂
                                做肠粉那个感觉一点也不亲民耶...    3527628  食神魂
                              导演说话不算数啊，40分钟不是梦呢？？    3527628  食神魂
                                      画风挺好看的(✪▽✪)    3527628  食神魂
                                      谁先做菜谁就输！！！！    3527628  食神魂
                                              美不美    3527628  食神魂
                           mmp更的太慢了还这么少应该每天一集[微笑]    3527628  食神魂
                           好好奇针对？还是故意的，感觉之后喵喵要堕了啊    3527628  食神魂
                                    加油加油，长一点加油加油！    3527628  食神魂
         把后面那段舞蹈切掉，换点剧情好不？国产动漫很少有这种好作品了，但是拜托别这么短啊    3527628  食神魂
                哈哈哈，原来他们小的时候长这个样子。喵喵好可爱。这个黄鸡嘛，哈哈！    3527628  食神魂
                                     好好看只不过更新的太慢了    3527628  食神魂
                            垃圾 一个星期才一集，时间过不到10分钟。    3527628  食神魂
                                             分享图片    3527628  食神魂
                              我觉得那面集团的那个女的，是喵喵的姐姐    3527628  食神魂
                                       他爸就是拾荒者的首领    3527628  食神魂
                             为毛我看食神魂就感觉那么饿呢😂😂😂    3527628  食神魂
                          我想知道娜是什么[色][色][色][色][色]    3527628  食神魂
                        高举顾喵大旗一百年不动摇⁄（⁄⁄•⁄ω⁄•⁄⁄）⁄    3527628  食神魂
                              ？？巨基少爷作为一只鸡居然chi鸡蛋了    3527628  食神魂
                        看了《食神魂》之后还没有中华小当家好看，大家说呢？    3527628  食神魂
                                             分享图片    3527628  食神魂
                         怎么那么少分钟不够看啊！  \n\n多点多点多！    3527628  食神魂
                                     看完我也好想成为一个厨师    3527628  食神魂
                                他长得都有点像只狗，特别是那个鼻子    3527628  食神魂
                                       8分钟广告，什么东西    3527628  食神魂
           时长短是国漫的统一问题，但是这个动漫的画面感，还有人物画面有点对不起这个动漫    3527628  食神魂
                                最近为什么都没有伊尹的戏份？不开心    3527628  食神魂
                             我真的生气了！！哪有总是在关键时刻结束的    3527628  食神魂
                                  这集好看！！例行表白制作组！！    3527628  食神魂
                                 看到小浪和叔叔那里就觉得一阵心酸    3527628  食神魂
                                  嘤嘤嘤这就完了，导演你太坏了！    3527628  食神魂
                                 啊啊啊表白炎小浪~~~小浪好帅！    3527628  食神魂
                           一chi蛋炒饭就想起小时候！！还要配娃哈哈喝    3527628  食神魂
                                    等的望眼欲穿终于更新了！！    3527628  食神魂
                                   哇啊啊啊伊尹这集露脸也太少啦    3527628  食神魂
                                       喵喵烤冷面啊，烤冷面    3527628  食神魂
                                       我来说说。。。。。。    3527628  食神魂
                                        哈哈哈😂😂😂    3527628  食神魂
                                          我……\n!？    3527628  食神魂
                                          时间长了，噢耶    3527628  食神魂
                                          炎小浪无言以对    3527628  食神魂
                                              NaN    3527628  食神魂
                        等了那么久 就那么点时间，国产动画也就这个逼样了。    3527628  食神魂
                                    为嘛广告这么长？。。。。。    3527628  食神魂
                                  为什么我感觉，画风没有第一季好    3527628  食神魂
                               可怕！这集竟然十五分钟（ಡωಡ）！！    3527628  食神魂
                                 喵喵你忘记了喵村烤冷面了吗喵~     3527628  食神魂
                                第二季画质好评！！比第一季好看诶！    3527628  食神魂
                                这一集好多新人物啊啊！越来越好看了    3527628  食神魂
                               又是猝不及防的结尾！生气生气生气！！    3527628  食神魂
                                做肠粉那个感觉一点也不亲民耶...    3527628  食神魂
                              导演说话不算数啊，40分钟不是梦呢？？    3527628  食神魂
                                      画风挺好看的(✪▽✪)    3527628  食神魂
                                      谁先做菜谁就输！！！！    3527628  食神魂
                                              美不美    3527628  食神魂
                           mmp更的太慢了还这么少应该每天一集[微笑]    3527628  食神魂
                           好好奇针对？还是故意的，感觉之后喵喵要堕了啊    3527628  食神魂
                                    加油加油，长一点加油加油！    3527628  食神魂
         把后面那段舞蹈切掉，换点剧情好不？国产动漫很少有这种好作品了，但是拜托别这么短啊    3527628  食神魂
                哈哈哈，原来他们小的时候长这个样子。喵喵好可爱。这个黄鸡嘛，哈哈！    3527628  食神魂
                                     好好看只不过更新的太慢了    3527628  食神魂
                            垃圾 一个星期才一集，时间过不到10分钟。    3527628  食神魂
                                             分享图片    3527628  食神魂
                              我觉得那面集团的那个女的，是喵喵的姐姐    3527628  食神魂
                                       他爸就是拾荒者的首领    3527628  食神魂
                             为毛我看食神魂就感觉那么饿呢😂😂😂    3527628  食神魂
                          我想知道娜是什么[色][色][色][色][色]    3527628  食神魂
                        高举顾喵大旗一百年不动摇⁄（⁄⁄•⁄ω⁄•⁄⁄）⁄    3527628  食神魂
                              ？？巨基少爷作为一只鸡居然chi鸡蛋了    3527628  食神魂
                        看了《食神魂》之后还没有中华小当家好看，大家说呢？    3527628  食神魂
                                             分享图片    3527628  食神魂
                         怎么那么少分钟不够看啊！  \n\n多点多点多！    3527628  食神魂
                                     看完我也好想成为一个厨师    3527628  食神魂
                                他长得都有点像只狗，特别是那个鼻子    3527628  食神魂
                                       8分钟广告，什么东西    3527628  食神魂
           时长短是国漫的统一问题，但是这个动漫的画面感，还有人物画面有点对不起这个动漫    3527628  食神魂
                                最近为什么都没有伊尹的戏份？不开心    3527628  食神魂
                             我真的生气了！！哪有总是在关键时刻结束的    3527628  食神魂
                                  这集好看！！例行表白制作组！！    3527628  食神魂
                                 看到小浪和叔叔那里就觉得一阵心酸    3527628  食神魂
                                  嘤嘤嘤这就完了，导演你太坏了！    3527628  食神魂
                                 啊啊啊表白炎小浪~~~小浪好帅！    3527628  食神魂
                           一chi蛋炒饭就想起小时候！！还要配娃哈哈喝    3527628  食神魂
                                    等的望眼欲穿终于更新了！！    3527628  食神魂
                                   哇啊啊啊伊尹这集露脸也太少啦    3527628  食神魂
                                       喵喵烤冷面啊，烤冷面    3527628  食神魂
                                       我来说说。。。。。。    3527628  食神魂
                                        哈哈哈😂😂😂    3527628  食神魂
                                  伊伊变暖了☺️☺️☺️☺️☺️    3527628  食神魂
                                我猜反派是易牙，主角是易牙的后代？    3527628  食神魂
                   哇塞粉丝好多\n但我绝对站在喵喵那边！\n喵喵万岁，喵喵万岁    3527628  食神魂
                                               哇塞    3527628  食神魂
                 一周更也就更一集[右哼哼]时间这么短[发怒][发怒]你好意思吗？    3527628  食神魂
                      《食神魂》片头曲和片尾曲是星尘演唱的，就是图中的歌姬。    3527628  食神魂
                                看之前先例行吐槽一句：导演你好短！    3527628  食神魂
                                      明显感觉小浪眼圈发红了    3527628  食神魂
                            chi个菜就返老还童 要不要这么夸张啊我去    3527628  食神魂
                               无语了，刚出这么一点又要等一周...    3527628  食神魂
                                  评论好少啊！我来组成评论啦！！    3527628  食神魂
                                 很好看啊就是更新真的太慢啦太短啦    3527628  食神魂
               我觉得每个集团都应该赢一场，都是平手然后三位厨师一起做菜。一较高下。    3527628  食神魂
哦哦哦！什么时候出的，太好看了，人物也变帅了，不过一集太少，这么精彩的时刻没了，我大概能受得...    3527628  食神魂
                               妈蛋，又要等，一周只更新一集，太慢了    3527628  食神魂
                                 浣德彪真是。。。本剧笑点承担。。    3527628  食神魂
                                 怎么接不上前一集  加点下集预告    3527628  食神魂
                         他妈几个意思啊，这么短怎么看啊，经费不够别他妈搞    3527628  食神魂
                                  哈哈哈巨基干脆变成一个鸡蛋得了    3527628  食神魂
                         变馋了[色][色][色][色][色][色][色]    3527628  食神魂
                           所以7根肠粉够给五百个大众评审分吗？ - -    3527628  食神魂
                           看，看什么，还没看到就结束了_（:3」∠）_    3527628  食神魂
                                    ed很好听！！单曲循环了。    3527628  食神魂
                                 很过分了 比泡面番还泡面番简直了    3527628  食神魂
                               喵喵还是太嫩了，谁先做菜肯定赢不了呀    3527628  食神魂
                               巨基chi鸡蛋真的好吗？还一直谈感想    3527628  食神魂
                                   真的有点短，不过还是挺好看的    3527628  食神魂
                        好生气啦，导演怎么这么短啊啊啊啊！&gt;&lt;    3527628  食神魂
                      最怀念奶奶做的红烧排骨，现在一chi到就想到奶奶...    3527628  食神魂
                           原来小浪的立牌周边手上就端着番茄炒蛋！hhh    3527628  食神魂
                                制作组也是拼了 居然用女装来吸引人    3527628  食神魂
                                 给大佬们笔芯（づ￣3￣）づ╭❤～    3527628  食神魂
                          看完这集觉得我之前chi的都是jia的肠粉啊！    3527628  食神魂
      话说伊尹是火系的，那第一季里脏外卖神，臭沟油女神，宙斯，泡菜女神和牛排之神是什么系的呢    3527628  食神魂
                                       有好多好吃的。吗？？    3527628  食神魂
                            什么时候国产番才能长一点呀？好看但是太短了    3527628  食神魂
                             福建人表示最勾起回忆的是炒米粉和扁食汤！    3527628  食神魂
                                 这集应该叫返老还童西红柿炒蛋哈哈    3527628  食神魂
                              最后的宅舞小姐姐好惊喜啊！！太可爱了吧    3527628  食神魂
                           居然在食shen魂看到了b站宅舞那个兔子林！    3527628  食神魂
                              2333333砂慕ling这乳量过分了    3527628  食神魂
                               嗷呜~ 前排抱走我伊尹男shen~!    3527628  食神魂
                             很生气很生气很生气~！！！怎么就没了呢！    3527628  食神魂
                                我靠 又没了  太短了吧（`皿´）    3527628  食神魂
                    最喜欢海带汤！小时候每年生日早上起来妈妈都会 叫我喝海带汤    3527628  食神魂
                                    还可以吧   打发时间不错    3527628  食神魂
     不支持中国动漫不是不爱国，真心是中国动漫不行，时间又短。中国五千年历史。怎么可能没有故事    3527628  食神魂
          吓我一跳，刚进来以为是魔兽世界，希尔瓦娜斯都弄出来了，还能在草率点吗，这也抄袭    3527628  食神魂
                                      哇哇哇看到兔子林了耶！    3527628  食神魂
                               简直就是强行解说让小浪赢。。太牵强了    3527628  食神魂
                                          我……\n!？    3527628  食神魂
                                          时间长了，噢耶    3527628  食神魂
                                          炎小浪无言以对    3527628  食神魂
                                              NaN    3527628  食神魂
                        等了那么久 就那么点时间，国产动画也就这个逼样了。    3527628  食神魂
                                    为嘛广告这么长？。。。。。    3527628  食神魂
                                  为什么我感觉，画风没有第一季好    3527628  食神魂
                               可怕！这集竟然十五分钟（ಡωಡ）！！    3527628  食神魂
                                 喵喵你忘记了喵村烤冷面了吗喵~     3527628  食神魂
                                第二季画质好评！！比第一季好看诶！    3527628  食神魂
                                这一集好多新人物啊啊！越来越好看了    3527628  食神魂
                               又是猝不及防的结尾！生气生气生气！！    3527628  食神魂
                                做肠粉那个感觉一点也不亲民耶...    3527628  食神魂
                              导演说话不算数啊，40分钟不是梦呢？？    3527628  食神魂
                                      画风挺好看的(✪▽✪)    3527628  食神魂
                                      谁先做菜谁就输！！！！    3527628  食神魂
                                              美不美    3527628  食神魂
                           mmp更的太慢了还这么少应该每天一集[微笑]    3527628  食神魂
                           好好奇针对？还是故意的，感觉之后喵喵要堕了啊    3527628  食神魂
                                    加油加油，长一点加油加油！    3527628  食神魂
         把后面那段舞蹈切掉，换点剧情好不？国产动漫很少有这种好作品了，但是拜托别这么短啊    3527628  食神魂
                哈哈哈，原来他们小的时候长这个样子。喵喵好可爱。这个黄鸡嘛，哈哈！    3527628  食神魂
                                     好好看只不过更新的太慢了    3527628  食神魂
                            垃圾 一个星期才一集，时间过不到10分钟。    3527628  食神魂
                                             分享图片    3527628  食神魂
                              我觉得那面集团的那个女的，是喵喵的姐姐    3527628  食神魂
                                       他爸就是拾荒者的首领    3527628  食神魂
